Location,YEAR,TOTAL_COLLISIONS,BICYLCLES_IN_TOTAL,PEDESTRIANS_IN_TOTAL,X,Y
SPRATT RD btwn SHORELINE DR & SHORELINE DR (__3ZAZTT),2015,3,,,368405.65685,5015374.61157
SPRINGFIELD RD btwn RIDEAU TER & PUTMAN AVE (__3ZA8AF),2015,1,,,369171.16712,5033998.09259
SPRINGFIELD RD btwn THOROLD RD & HILLCREST RD (__3ZA84U),2015,1,,,368971.4861,5035105.30695
SPRINGHILL RD btwn 8TH LINE RD & 9TH LINE RD (__3ZA6V8),2015,1,,,387787.30533,5007871.29566
SPRINGHURST AVE btwn MAIN ST & ROSEMERE AVE (__3ZA80P),2015,1,,,369172.99,5030425.05
SPRINGLAND DR btwn RIDGEWOOD AVE & HOBSON RD (__3ZBOQV),2015,1,,,368569.7151,5025729.69274
SPRINGLAND DR N @ FLANNERY DR N (0006806),2015,1,,,368893.7159,5025897.529
SPRINGWATER DR btwn INWOOD DR & MORESBY DR (__3ZA2WO),2015,1,,,354899.47217,5017990.08317
SPROULE ST btwn SHILLINGTON AVE & END (__3ZA0RK),2015,1,,,365316.19945,5027157.04
SPRUCE MEADOWS DR btwn TAMARA WAY & STEEPLE CHASE DR (__3ZA438),2015,1,,,355063.8366,5017174.0879
SPRUCE RIDGE RD @ SPRUCE RIDGE RD (0011747),2015,1,,,345228.449,5012088.6101
SPRUCE RIDGE RD btwn RICHARDSON SIDE RD & HAZELDEAN RD (__7JQ7ID),2015,1,,,344209.00468,5013237.76242
SPRUCE ST @ BOOTH ST (0006351),2015,1,,,366561.7019,5030324.5679
SPRUCE ST btwn CITY CENTRE AVE & TUSCAN PRIV (__5VHJJ9),2015,1,,,366098.80355,5030122.8319
SPRUCE ST btwn PRESTON ST & ROCHESTER ST (__3ZA0WO),2015,1,,,366362.2011,5030238.5671
SPUR AVE btwn BRIDGESTONE DR & EQUESTRIAN DR (__3ZA1CM),2015,1,,,355277.06838,5015907.96559
ST. ANDREW ST btwn KING EDWARD AVE & ROSE ST (__3ZBOWC),2015,1,,,368257.203,5033015.591
ST. ANDREW ST btwn SUSSEX DR & PARENT AVE (__3ZA7AA),2015,2,,,367655.73993,5032646.11285
ST. BERNARD ST btwn BLOOMINGTON ST & SIXTH ST (__3ZA5PM),2015,1,,,373326.75434,5023904.88531
ST. CHARLES ST @ ALICE ST (0010012),2015,1,,,369637.7071,5033567.594
ST. CHARLES ST btwn ALICE ST & LANDRY ST (__3ZA8V0),2015,1,,,369676.79143,5033539.02719
ST. CHARLES ST btwn LAVAL ST & GENEST ST (__3ZA8XH),2015,1,,,369553.70655,5033649.5951
ST. DENIS ST btwn TABOR AVE & BRADLEY AVE (__3ZA8YM),2015,1,,,370335.05097,5033761.78899
ST. EMMANUEL TER btwn TO BE DETERMINED & BERNICE CRT (1) (__3ZA5O6),2015,1,,,379689.57814,5037831.06346
ST. JEAN ST @ ST. JOSEPH BLVD (0004137),2015,5,,,380969.7419,5037201.586
ST. JOSEPH BLVD @ 193 E OF PLACE D'ORLEAN-W/PL (0009226),2015,1,,,381752.3071,5037798.8219
ST. JOSEPH BLVD @ DUFORD DR/PLACE D'ORLEANS DR (0003629),2015,5,,,381996.7441,5037996.5871
ST. JOSEPH BLVD @ FOREST VALLEY DR/YOUVILLE DR (0004440),2015,8,,,379164.983,5036154.126
ST. JOSEPH BLVD @ JEANNE D'ARC BLVD (0012421),2015,54,,1,379861.969,5036472.323
ST. JOSEPH BLVD @ REGIONAL RD 174/TRANSITWAY (0012428),2015,10,,,376558.7449,5035054.2479
ST. JOSEPH BLVD @ TAYLOR CREEK DR (0004635),2015,2,,,384033.9389,5039174.3611
ST. JOSEPH BLVD @ TENTH LINE RD (0009163),2015,23,,,382890.809,5038666.4529
ST. JOSEPH BLVD btwn BELCOURT BLVD & ST. PIERRE ST (__3ZA2AR),2015,1,,,381288.57062,5037438.41695
ST. JOSEPH BLVD btwn BOYER RD & ORLEANS BLVD (__3ZA2BZ),2015,4,,,380518.38484,5036907.57688
ST. JOSEPH BLVD btwn COUSINEAU ST & DUSSERE ST (__3ZA2AL),2015,5,,,380780.98128,5037077.21615
ST. JOSEPH BLVD btwn DUSSERE ST & ST. JEAN ST (__3ZA2AN),2015,1,,,380912.7419,5037164.086
ST. JOSEPH BLVD btwn FIRST AVE & TAYLOR CREEK DR (__3ZA25H),2015,1,,,383838.86799,5039122.26527
ST. JOSEPH BLVD btwn GABRIEL ST & PLACE D'ORLEANS DR (__3ZA1U9),2015,1,,,381573.323,5037662.85795
ST. JOSEPH BLVD btwn GREY NUNS DR & BOYER RD (__3ZA2BW),2015,3,,,380280.74055,5036750.08545
ST. JOSEPH BLVD btwn JEANNE D'ARC BLVD S & NOTRE DAME ST (__3ZA2BU),2015,1,,,379934.27775,5036520.57275
ST. JOSEPH BLVD btwn MAISONNEUVE ST & GABRIEL ST (__3ZA2AU),2015,2,,,381504.243,5037610.086
ST. JOSEPH BLVD btwn MARENGER ST & JEANNE D'ARC BLVD S (__3ZA2BS),2015,2,,,379780.85395,5036420.45395
ST. JOSEPH BLVD btwn MONTREAL RD & OR174 IC109 RAMP55 (__3ZA2DJ),2015,1,1,,376510.11733,5035032.90721
ST. JOSEPH BLVD btwn OR174 IC101 RAMP45 & SECOND AVE (__3ZA3YR),2015,1,,,383473.1959,5038999.13912
ST. JOSEPH BLVD btwn OR174 IC101 RAMP63 & OR174 IC101 RAMP45 (__3ZA1V2),2015,1,,,383221.55529,5038879.31066
ST. JOSEPH BLVD btwn ORLEANS BLVD & COUSINEAU ST (__3ZA2B2),2015,2,,,380668.7411,5037004.586
ST. JOSEPH BLVD btwn PLACE D'ORLEANS DR & ST. JOSEPH BLVD (__3ZA1U8),2015,2,,,381682.34489,5037745.34289
ST. JOSEPH BLVD btwn ROCKCLIFFE PKWY & HART RD (__3ZA2AF),2015,1,,,377367.61875,5035422.41338
ST. JOSEPH BLVD btwn ST. JEAN ST & BELCOURT BLVD (__3ZA2AP),2015,6,,,381088.10806,5037278.8355
ST. JOSEPH BLVD btwn ST. JOSEPH BLVD & PLACE D'ORLEANS DR (__3ZA2AV),2015,2,,,381879.61505,5037901.7645
ST. JOSEPH BLVD btwn TENTH LINE RD & OR174 IC101 RAMP63 (__3ZA3YX),2015,2,,,383015.24718,5038707.67804
ST. JOSEPH BLVD btwn YOUVILLE DR & NOTRE DAME ST W (__3ZA2BN),2015,4,,,379355.26917,5036208.31657
ST. JOSEPH BLVD/OLD MONTREAL RD @ TRIM RD (0004118),2015,18,,1,384714.8281,5039295.5194
ST. JOVITE RDG btwn FORTUNE DR & FORTUNE DR (__3ZA681),2015,1,,,380189.857,5037568.35234
ST. LAURENT BLVD @ 125 N OF QUEEN MARY ST/ZELL (0008532),2015,3,,1,372169.7982,5032287.3764
ST. LAURENT BLVD @ COTE ST (0007705),2015,2,,,371785.7159,5033225.586
ST. LAURENT BLVD @ COVENTRY RD/OGILVIE RD (0002151),2015,38,1,,372305.7211,5031951.574
ST. LAURENT BLVD @ MCARTHUR AVE (0008246),2015,9,,,371921.717,5032887.583
ST. LAURENT BLVD @ QUEEN MARY ST (0008798),2015,1,,1,372214.72,5032177.5759
ST. LAURENT BLVD @ ST. LAURENT BLVD SERVICE (0008760),2015,1,,,373498.7321,5029149.549
ST. LAURENT BLVD @ SUSAN ST (0008913),2015,2,,,373826.7351,5028231.5419
ST. LAURENT BLVD @ THURSTON DR (0008255),2015,1,1,,373689.1981,5027495.866
ST. LAURENT BLVD @ TREMBLAY RD (0002573),2015,9,,,372595.7241,5031241.5679
ST. LAURENT BLVD @ WALKLEY RD (0007653),2015,24,,,373902.7501,5028046.8551
ST. LAURENT BLVD btwn 125 N OF QUEEN MARY ST & QUEEN MARY ST (__3ZA2CFB),2015,1,,,372192.38346,5032232.39626
ST. LAURENT BLVD btwn BELFAST RD & INDUSTRIAL AVE (__3ZA3R8),2015,7,,1,372981.14168,5030292.44682
ST. LAURENT BLVD btwn BOURASSA ST & SMYTH RD (__3ZA3R6),2015,6,,,373292.78851,5029555.00736
ST. LAURENT BLVD btwn CLAREMONT DR & HEMLOCK RD (__3ZA8PB),2015,1,,,371123.209,5034836.60355
ST. LAURENT BLVD btwn CLARKE AVE & COTE ST (__3ZA3LZ),2015,1,,,371760.2155,5033289.58695
ST. LAURENT BLVD btwn CONNERY AVE & NERTA ST (__3ZA75S),2015,1,,,373651.73345,5028664.04545
ST. LAURENT BLVD btwn CONROY RD & THURSTON DR (__3ZA49E),2015,5,,,373379.62829,5027327.48843
ST. LAURENT BLVD btwn COVENTRY RD & LEMIEUX ST (__3ZA2C9),2015,10,,1,372348.93532,5031847.16149
ST. LAURENT BLVD btwn CYRVILLE RD & COVENTRY RD (__3ZA2CE),2015,1,,,372274.20469,5032031.75815
ST. LAURENT BLVD btwn DONALD ST & 125 N OF QUEEN MARY ST (__3ZA2CFA),2015,7,,,372131.80455,5032379.8657
ST. LAURENT BLVD btwn DUNBARTON CRT & MONTREAL RD (__3ZA3RU),2015,2,,,371436.19138,5034072.91307
ST. LAURENT BLVD btwn DWELLINGHAM PRIV & TAWNEY RD (__3ZA76V),2015,1,,1,373556.06083,5028901.48684
ST. LAURENT BLVD btwn FOLEY AVE & WALKLEY RD (__3ZA73H),2015,3,,,373868.58262,5028124.70806
ST. LAURENT BLVD btwn HEMLOCK RD & MEADOW PARK PL (__3ZA3UG),2015,2,,,371178.20955,5034703.10205
ST. LAURENT BLVD btwn HWY417 IC115 RAMP35 & HWY417 IC115 RAMP26 (__3ZAZEA),2015,3,,,372490.75753,5031509.23809
ST. LAURENT BLVD btwn HWY417 IC115 RAMP36 & TRANSIT (__3ZA1KA),2015,1,,,372420.52779,5031676.26377
ST. LAURENT BLVD btwn HWY417 IC115 RAMP51 & HWY417 IC115 RAMP25 (__3ZA3SL),2015,2,,,372554.72355,5031347.56845
ST. LAURENT BLVD btwn INDUSTRIAL AVE & BOURASSA ST (__3ZBOFB),2015,7,,,373169.13782,5029849.96035
ST. LAURENT BLVD btwn JOLIFFE ST & SUSAN ST (__3ZA731),2015,1,,,373789.23455,5028324.54245
ST. LAURENT BLVD btwn KAREN WAY & COLEFORD PL (__3ZA2GP),2015,1,,,371284.71055,5034446.5989
ST. LAURENT BLVD btwn MCARTHUR AVE & DONALD ST (__3ZBOF4),2015,4,,,372008.31314,5032680.27519
ST. LAURENT BLVD btwn MEADOW PARK PL & KAREN WAY (__3ZA3A6),2015,1,,,371240.5912,5034552.55052
ST. LAURENT BLVD btwn MONTREAL RD & CAMIL ST (__3ZA3MQ),2015,2,,,371563.71345,5033775.0921
ST. LAURENT BLVD btwn PLEASANT PARK RD & CONNERY AVE (__3ZA76H),2015,1,,,373612.2329,5028759.54655
ST. LAURENT BLVD btwn SHORE ST & BELFAST RD (__3ZA2GU),2015,4,,,372832.226,5030649.56245
ST. LAURENT BLVD btwn THURSTON DR & WALKLEY RD (__3ZA7QN),2015,3,,,374007.28094,5027698.65504
ST. LAURENT BLVD btwn TO BE DETERMINED & DWELLINGHAM PRIV (__3ZA1L3),2015,3,,,373498.59681,5029049.30587
ST. LAURENT BLVD btwn TRANSIT & HWY417 IC115 RAMP35 (__3ZA1LL),2015,1,,,372462.1002,5031575.41241
ST. LAURENT BLVD btwn TREMBLAY RD & SHORE ST (__3ZA2GT),2015,9,,1,372699.02707,5030980.6862
ST. LAURENT BLVD/DUNBARTON CRT @ BRITTANY DR (0007139),2015,4,,,371331.711,5034336.5981
ST. LOUIS DR btwn BUCKSKIN WAY & ST. ANDRE DR (__3ZBO3F),2015,1,,,379678.04089,5038303.13875
ST. PATRICK ST @ SUSSEX DR (0011910),2015,4,1,,367666.914,5032462.3649
ST. PATRICK ST btwn DALHOUSIE ST & CUMBERLAND ST (__3ZA3WU),2015,2,,,368043.203,5032694.58845
ST. PATRICK ST btwn KING EDWARD AVE & MURRAY ST (__3ZA1MH),2015,2,,,368301.26708,5032858.46944
ST. PATRICK ST btwn SUSSEX DR & PARENT AVE (__3ZA3WI),2015,1,,,367744.24805,5032509.57173
ST. PATRICK ST btwn SUSSEX DR & SUSSEX DR (__3ZA3U3),2015,1,,,367649.80795,5032448.97545
ST. PATRICK ST EB btwn BEAUSOLEIL DR & COBOURG ST (__3ZA4SY),2015,1,,,368592.38441,5033201.43646
ST. PATRICK ST EB btwn COBOURG ST & VANIER PKWY (__54XYWT),2015,3,,,368988.85435,5033291.08901
ST. PATRICK ST WB btwn ISLAND LODGE RD & CRICHTON ST (__3ZA1YE),2015,1,,,368998.96224,5033312.9347
ST. PATRICK ST WB btwn MURRAY ST & ST. ANDREW ST (__3ZA2GH),2015,1,,,368378.84024,5032976.40787
ST. PATRICK ST/ST. ANDREW ST @ BEAUSOLEIL DR (0007780),2015,10,,,368427.7041,5033069.591
ST. PIERRE ST btwn ROCQUE ST & ST. JOSEPH BLVD (__3ZBPIW),2015,1,,,381297.22084,5037624.08136
STAFFORD RD    W btwn MOODIE DR & END (__3ZA5ZU),2015,1,,,356999.52719,5020977.68191
STAFFORD RD btwn BEXLEY PL & RICHMOND RD (__3ZBNFY),2015,2,,,358095.69463,5021187.49985
STAGECOACH RD btwn APPLE ORCHARD RD & WELLWOOD ST (__3ZBOF8),2015,1,,,376292.2521,5012482.93
STAGECOACH RD btwn CABIN RD & SNAKE ISLAND RD (__3ZBOGH),2015,5,,,378132.86522,5005400.22786
STAGECOACH RD btwn DALMENY RD & FAWN LANE (__3ZAZ9V),2015,3,,,378333.96369,4998262.763
STAGECOACH RD btwn FOREST RD & CABIN RD (__3ZA2C3),2015,1,,,378145.61482,5003930.41914
STAGECOACH RD btwn JACK PINE CRES & JACK PINE CRES (__3ZA3TM),2015,1,,,375919.75155,5013324.43605
STAGECOACH RD btwn KAYCOURT DR & BELMEADE RD (__3ZA2C5),2015,1,,,379291.24468,4996486.90049
STAGECOACH RD btwn OLD STAGECOACH RD & BLANCHFIELD RD (__30LJDU),2015,2,,,377833.08299,5001264.5429
STAGECOACH RD btwn OSGOODE MAIN ST & FOREST RD (__3ZA2CZ),2015,2,,,378075.2366,5003297.85245
STAGECOACH RD btwn SNAKE ISLAND RD & HERBERTS CORNERS RD (__3ZA2CV),2015,1,,,377902.09781,5007722.09148
STANLEY AVE @ SUSSEX DR (0007143),2015,1,,,367832.0959,5033871.926
STANLEY AVE btwn CHARLES ST & SCHOOL LANE (__3ZA5AB),2015,1,,,368034.2011,5033785.0989
STAR TOP RD btwn ALGOMA RD & Continuation of STAR TOP RD (__3ZAZAT),2015,1,,,373990.72352,5031065.54093
STAR TOP RD btwn Continuation of STAR TOP RD & INNES RD (__3ZBN0V),2015,4,,,374097.6878,5030791.18576
STAR TOP RD btwn CYRVILLE RD & ALGOMA RD (__3ZA7XF),2015,2,,,373868.80055,5031363.90479
STATEWOOD DR btwn BEAM ST & FORESTBROOK ST (__5GN1I5),2015,1,,,348819.7145,5022679.343
STATION BLVD btwn BLAIR ST & ACTON ST (__3ZA94G),2015,1,,,371242.54762,5030109.61863
STEEPLE CHASE DR btwn MATTAWA CRES & BON ECHO CRES (__3ZAZPL),2015,1,,,355491.53319,5018021.39292
STEEPLE CHASE DR btwn SPRINGWATER DR & INWOOD DR (__3ZBPHT),2015,1,,,355013.54968,5017707.38927
STEEPLE HILL CRES btwn FALLOWFIELD RD & RUSHMORE RD (__3ZAB48),2015,1,,,359006.09641,5013192.08783
STEVENAGE DR btwn SWANSEA CRES & HAWTHORNE RD (__3ZBO1J),2015,1,,,375016.71528,5027264.76956
STEVENAGE DR btwn SWANSEA CRES & SWANSEA CRES (__3ZA1DT),2015,1,,,374556.61681,5027070.86325
STEVENS AVE btwn EVE ST & CARMEN AVE (__3ZA2J4),2015,1,,,370916.09,5032571.5574
STEWART ST btwn WALLER ST & CUMBERLAND ST (__3ZBOFY),2015,1,,,368433.74355,5032081.7959
STIRLING AVE btwn ARMSTRONG ST & WELLINGTON ST W (__3ZA0GC),2015,1,,,365378.747,5029506.55945
STIRLING AVE btwn LADOUCEUR ST & ARMSTRONG ST (__3ZAAHS),2015,1,,,365327.42,5029623.49945
STITTSVILLE MAIN ST @ HAZELDEAN RD (0000050),2015,12,,,349546.3535,5014875.4506
STITTSVILLE MAIN ST @ HOBIN ST/WILDPINE CRT (0000052),2015,2,,,349665.583,5014034.4279
STITTSVILLE MAIN ST @ KIMPTON DR/HORSESHOE CRE (0010599),2015,1,,,349349.0499,5015274.5211
STITTSVILLE MAIN ST @ MANCHESTER ST (0000051),2015,1,,,350208.5849,5013401.4219
STITTSVILLE MAIN ST @ MULKINS ST S/WINTERGREEN (0009338),2015,1,,,350005.5841,5013641.4241
STITTSVILLE MAIN ST @ ORVILLE ST (0000085),2015,2,,,350312.586,5013247.42
STITTSVILLE MAIN ST btwn ABBOTT ST W & ORVILLE ST (__3ZA3DX),2015,1,,,350278.69446,5013288.09068
STITTSVILLE MAIN ST btwn BEVERLY ST & WARNER COLPITTS LANE (__3ZA3DG),2015,1,,,349873.0841,5013792.42545
STITTSVILLE MAIN ST btwn CARLETON CATHCART ST & BELL ST (__3ZA3DB),2015,1,,,350679.5875,5012839.41645
STITTSVILLE MAIN ST btwn MANCHESTER ST & ABBOTT ST W (__3ZA3DD),2015,1,,,350234.51586,5013369.56138
STITTSVILLE MAIN ST btwn MCCANN ST & MANCHESTER ST (__3ZA2F0),2015,1,,,350169.0849,5013447.42245
STITTSVILLE MAIN ST btwn NEIL AVE & HAZELDEAN RD (__3ZA2ED),2015,2,,,349579.33423,5014783.82056
STITTSVILLE MAIN ST btwn ORVILLE ST & ELM CRES (__3ZA3DW),2015,1,,,350377.59006,5013175.45037
STITTSVILLE MAIN ST btwn RAVENSCROFT CRT & HOBIN ST (__3ZA2GF),2015,1,,,349614.61306,5014104.63016
STITTSVILLE MAIN ST/HUNTLEY RD @ FLEWELLYN RD (0004602),2015,1,,,351417.5529,5010739.294
STONE SCHOOL RD btwn BANK ST & JOHN QUINN RD (__3ZA65C),2015,1,,,382543.54771,5011777.18582
STONECREST RD btwn AYLWIN RD & GALETTA SIDE RD (__3ZBN0D),2015,1,,,330169.18319,5038737.83256
STONECREST RD btwn DUNHAVEN DR & THOMAS A. DOLAN PKWY (__3ZAC8O),2015,1,,,338873.21419,5028935.53735
STONECREST RD btwn KILMAURS SIDE RD & HARDWOOD DR (__3ZACD1),2015,1,,,333672.09595,5034495.31081
STONECREST RD btwn KINBURN SIDE RD & NEEDHAMS SIDE RD (__3ZACDU),2015,1,,,336021.43149,5031953.73671
STONECREST RD btwn NEEDHAMS SIDE RD & KILKENNY DR (__3ZBNA1),2015,1,,,337692.96592,5030148.75843
STONEHAVEN DR @ HARNESS LANE/BLUEMEADOW WAY (0004046),2015,4,,,354571.7619,5016744.3099
STONEHAVEN DR @ SAWYER WAY/SUMMITVIEW DR (0008287),2015,1,,,356561.666,5015861.0589
STONEHAVEN DR btwn EAGLESON RD & BLUEMEADOW WAY (__3ZACLD),2015,2,,,354489.55621,5016666.02651
STONEHAVEN DR btwn FURLONG CRES & STONEMEADOW DR (__3ZA4W6),2015,1,,,355843.99362,5016764.58608
STONEHAVEN DR btwn GRASSY PLAINS DR & SUMMITVIEW DR (__3ZAZLS),2015,1,,,356368.16012,5015865.89315
STONEHAVEN DR btwn RICHMOND RD & SAWYER WAY/SUMMITVIEW DR (__3ZA5XW),2015,1,,,356674.83456,5015863.433
STONEHENGE CRES btwn Continuation of STONEHENGE CRES & TOROVIN PRIV (__7NLYIA),2015,1,,,375042.54462,5031491.18439
STONEHURST AVE btwn BURNSIDE AVE & LYNDALE AVE (__3ZA0VY),2015,1,,,365120.29345,5030137.49395
STONEPOINTE AVE @ WINDHURST DR (0000026),2015,1,,,366393.7019,5016061.446
STONERIDGE RD btwn STRODE AVE & THOMAS A. DOLAN PKWY (__3ZA1CQ),2015,1,,,346215.22359,5035396.38482
STONEWAY DR btwn MOUNTAIN ASH DR & REDPATH DR (__3ZACG7),2015,1,,,366364.32747,5016776.20181
STORMWIND AVE btwn PORTOBELLO BLVD & TERRAPIN TERR (__8XI21B),2015,1,,,385796.5515,5035112.84795
STRABY AVE btwn MAY ST & END (__3ZA7AD),2015,1,,,371745.717,5032769.0819
STRABY AVE btwn TELFORD AVE & MAY ST (__3ZA1NH),2015,1,,,371682.217,5032760.5819
STRANDHERD @ KENNEVALE DR (0010896),2015,5,,,361491.86,5014099.549
STRANDHERD BRIDGE (VIMY MEMORIAL BRIDGE) btwn PRINCE OF WALES DR & RIVER RD (e___2H44),2015,2,,,367351.5916,5014757.4906
STRANDHERD DR @ 210 W OF WOODROFFE AVE (0010890),2015,1,,1,365923.7559,5015321.294
STRANDHERD DR @ 215 W OF GREENBANK RD/BARRHAVE (0005413),2015,1,,,363750.6465,5014683.1133
STRANDHERD DR @ ANDORA AVE (0010895),2015,1,,,363229.4581,5014304.0899
STRANDHERD DR @ CEDARVIEW RD/TARTAN DR (0010634),2015,12,,,362293.663,5013548.8099
STRANDHERD DR @ CLARIDGE DR (0010893),2015,2,,1,364949.023,5015381.097
STRANDHERD DR @ LONGFIELDS DR (0010935),2015,9,,,364547.7899,5015176.3721
STRANDHERD DR @ WOODROFFE AVE (0009688),2015,11,,,366106.154,5015395.149
STRANDHERD DR btwn 210 W OF WOODROFFE AVE & BEATRICE DR (__3ZACGCB),2015,1,,,365717.39252,5015294.43742
STRANDHERD DR btwn 215 W OF GREENBANK RD/BARRHAVEN MALL SC & GREENBANK (__3ZAZMMB),2015,1,,,363840.85705,5014733.0483
STRANDHERD DR btwn ANDORA AVE & JOCKVALE RD (__3ZAZMN),2015,2,,,363379.79316,5014462.45773
STRANDHERD DR btwn CEDARVIEW RD & MADRID AVE (__6O5O8S),2015,4,,,362668.21127,5013697.68688
STRANDHERD DR btwn CEDARVIEW RD & MCKENNA CASEY DR (__30IZPQ),2015,1,,,362097.06284,5013559.25369
STRANDHERD DR btwn CLARIDGE DR & BEATRICE DR (__3ZAZIB),2015,2,,,365241.89304,5015399.52447
STRANDHERD DR btwn Continuation of STRANDHERD DR & MCKENNA CASEY DR (__3ZAZM9),2015,1,,,361730.80944,5013736.83313
STRANDHERD DR btwn FALLOWFIELD RD & MARAVISTA DR (__6NFZTL),2015,4,,,361075.02052,5014850.11953
STRANDHERD DR btwn GREENBANK RD & Continuation of STRANDHERD DR (__5U4IBT),2015,4,1,,364017.52416,5014835.91338
STRANDHERD DR btwn JOCKVALE RD & 215 W OF GREENBANK RD/BARRHAVEN MALL  (__3ZAZMMA),2015,1,,,363654.25555,5014629.7572
STRANDHERD DR btwn KENNEVALE DR & Continuation of STRANDHERD DR (__3ZAZYY),2015,2,,,361538.84407,5013998.53787
STRANDHERD DR btwn LONGFIELDS DR & CLARIDGE DR (__4BRV9S),2015,3,,,364743.76665,5015289.04346
STRANDHERD DR btwn MARAVISTA DR & KENNEVALE DR (__6NF1SR),2015,3,,,361389.3279,5014341.90198
STRANDHERD DR btwn RIOCAN AVE & MCGARRY TER (__7N37VD),2015,1,,,364265.11769,5015006.38463
STRANDHERD DR btwn WOODROFFE AVE & 210 W OF WOODROFFE AVE (__3ZACGCA),2015,2,,,366008.98171,5015350.816
STRATHBURY ST btwn SADDLEBROOK ST & CASTLETON ST (__3ZA5QC),2015,1,,,361907.28426,5022151.16711
STRATHBURY ST btwn SADDLEBROOK ST & CENTREPOINTE DR (__3ZA5QD),2015,1,,,361976.68245,5022304.99645
STRATHCONA AVE btwn BANK ST & O'CONNOR ST (__3ZA96M),2015,1,,,368258.95308,5030100.09268
STRATHCONA AVE btwn O'CONNOR ST & METCALFE ST (__3ZA97O),2015,1,,,368456.99818,5030217.45187
STREAMSIDE CRES btwn MARCONI AVE & MARCONI AVE (__5J15R0),2015,1,,,349315.03524,5024530.05621
SULLIVAN AVE @ WESTWOOD DR (0001551),2015,1,,,363511.691,5022697.5011
SUMMERHILL ST @ VISION ST/WILHELMINA PL (0016108),2015,1,,,367606.0959,5014271.6781
SUMMERWALK PL btwn CENTREPOINTE DR & Continuation of SUMMERWALK PL (__3ZA506),2015,1,,,361889.65325,5022613.67598
SUMMITVIEW DR btwn STONEHAVEN DR & END (__3ZAZLQ),2015,1,,,356563.5915,5015804.0989
SUNBURST ST btwn KINGSWELL ST & LAGUNA ST (__8PNLH1),2015,1,,,375912.14,5021275.8889
SUNLAND DR btwn LAUZON ST & LAUZON ST (__3ZA5U7),2015,1,,,384749.91601,5037002.72363
SUNNY CRT btwn PARKWAY RD & END (__3ZAZAS),2015,1,,,376401.57349,5012632.54592
SUNNYBROOKE DR btwn BRIDGESTONE DR & GRASSY PLAINS DR (__3ZBPJD),2015,2,,,355263.89405,5015510.14055
SUNNYSIDE AVE btwn BANK ST & WILLARD ST (__3ZA9JQ),2015,1,,,368768.7129,5028601.051
SUNNYSIDE AVE btwn CARRAWAY PRIV & SENECA ST (__3ZA888),2015,1,,,368119.77517,5028212.93072
SUNNYSIDE AVE btwn GROSVENOR AVE & BANK ST (__3ZA9IW),2015,1,,,368637.97224,5028521.80985
SUNNYSIDE AVE btwn SENECA ST & ROSLYN AVE (__3ZA8GC),2015,1,,,368252.934,5028291.609
SUNNYSIDE AVE btwn WILLARD ST & FAIRBAIRN ST (__3ZA9JW),2015,1,,1,368836.7129,5028641.051
SUNSHINE CRES btwn SOLSTICE WAY N & SOLSTICE WAY S (__8IAXFE),2015,1,,,386048.36561,5034840.64866
SURREY AVE btwn BANK ST & BANFF AVE (__3ZA0SU),2015,1,,,370479.88667,5025865.26762
SUSAN ST btwn ST. LAURENT BLVD & MARTHA AVE (__3ZA732),2015,1,,,373865.2351,5028246.0419
SUSSEX DR @ 151 S OF KING EDWARD AVE (0008807),2015,1,,,367602.5459,5033362.6209
SUSSEX DR @ 262 N OF KING EDWARD AVE (0008806),2015,3,,,367768.9383,5033733.8256
SUSSEX DR @ YORK ST (0011350),2015,1,,,367805.1729,5032236.26
SUSSEX DR btwn 151 W OF KING EDWARD AVE/L.B. PEARSON BUILDING & RAMP (__3ZBOFZB),2015,6,,,367630.12295,5033426.60895
SUSSEX DR btwn BOLTON ST & BOTELER ST (__3ZA3U0),2015,1,,,367447.22449,5032890.79607
SUSSEX DR btwn BOTELER ST & LADY GREY DR (__3ZA3UB),2015,1,,,367456.82595,5032995.72873
SUSSEX DR btwn GEORGE ST & RIDEAU ST (__3ZA3UZ),2015,2,,,367895.46,5032087.6374
SUSSEX DR btwn JOHN ST & ALEXANDER ST (__3ZA2FJ),2015,1,,,367876.27,5033980.2645
SUSSEX DR btwn MACKAY ST & PRINCESS AVE (__3ZBOGD),2015,1,,,367939.69945,5034126.60245
SUSSEX DR/PRINCESS AVE @ RIDEAU GATE (0007141),2015,1,,,367956.6989,5034163.603
SWEETFLAG ST btwn CORALROOT AVE & TWAYBLADE AVE (e___1GA6),2015,1,,,365104.4502,5016817.7809
SWEETLAND AVE btwn LAURIER AVE E & OSGOODE ST (__3ZA8JD),2015,1,,,369012.3772,5032076.77983
SWEETLAND AVE btwn SOMERSET ST E & TEMPLETON ST (__3ZA9OV),2015,1,,,369228.7774,5031723.37563
SWEETNAM DR btwn ORCHARD DR & HARRY DOUGLAS DR (__3ZA2HY),2015,4,,,350728.01967,5015216.34181
SWITZER AVE btwn KIRKWOOD AVE & END (__3ZA07T),2015,1,,,364140.19455,5027546.04355
SYCAMORE DR btwn ANWATIN ST & RIDGEFIELD CRES (__3ZABNP),2015,1,,,358018.1559,5019670.47155
TABARET ST btwn PATRIOT PL & TEMPLEFORD AVE (__6OEW2X),2015,1,,,354333.74205,5015353.66945
TACHE WAY btwn MATHIEU WAY & MATHIEU WAY (__3ZA69D),2015,1,,,384546.17775,5037977.69724
